times,year,month,day,JD,JD2009,dayFraction,G01Q,G02Q,G03Q,G04Q,G05Q,G06Q,G07Q,G08Q,G09Q,G10Q,G11Q,G12Q,S01Q,S02Q,S03Q,S04Q,S05Q,S06Q,S07Q,S08Q,S09Q,S10Q,S11Q,S12Q
377.333,2010,1,13,12,377,0.333,35.34,40.39,38.71,NA,38.71,45.44,38.71,NA,38.71,NA,NA,NA,21.95,20.26,21.95,25.33,25.33,25.33,25.33,21.95,35.46,NA,NA,NA
377.375,2010,1,13,12,377,0.375,131.3,148.1,149.8,NA,148.1,176.7,153.1,NA,136.3,NA,NA,NA,79.35,72.6,86.1,86.1,89.5,84.4,86.1,69.22,97.9,NA,NA,NA
377.417,2010,1,13,12,377,0.417,202,208.7,218.8,NA,222.1,259.2,213.7,NA,203.6,NA,NA,NA,124.9,108.1,133.4,133.4,136.8,150.3,130,113.1,157,NA,NA,NA
377.458,2010,1,13,12,377,0.458,230.6,245.7,264.2,NA,254.1,284.4,259.2,NA,228.9,NA,NA,NA,141.8,131.7,152,150.3,146.9,145.2,153.6,121.6,170.5,NA,NA,NA
377.5,2010,1,13,12,377,0.5,245.7,262.5,282.7,NA,264.2,297.9,267.6,277.7,239,NA,NA,NA,153.6,140.1,163.8,163.8,153.6,153.6,160.4,126.6,177.3,NA,NA,NA
377.542,2010,1,13,12,377,0.542,168.3,196.9,205.3,NA,186.8,213.7,195.2,198.6,178.4,NA,NA,NA,118.2,96.2,118.2,113.1,109.7,111.4,119.9,89.5,126.6,NA,NA,NA
377.583,2010,1,13,12,377,0.583,97.6,111.1,117.8,NA,107.7,121.2,109.4,111.1,99.3,NA,NA,NA,70.91,52.34,69.22,69.22,59.09,65.84,65.84,52.34,75.97,NA,NA,NA
377.625,2010,1,13,12,377,0.625,40.38,47.11,50.48,NA,45.43,52.16,47.11,47.11,42.07,NA,NA,NA,28.7,21.94,30.38,28.7,25.32,30.38,28.7,21.94,28.7,NA,NA,NA
377.667,2010,1,13,12,377,0.667,16.83,18.51,20.19,NA,18.51,20.19,18.51,18.51,16.83,NA,NA,NA,15.19,6.752,15.19,15.19,10.13,13.5,10.13,11.82,15.19,NA,NA,NA
377.708,2010,1,13,12,377,0.708,0,0,0,NA,0,0,0,21.87,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
377.75,2010,1,13,12,377,0.75,0,0,0,NA,0,0,0,0,0,NA,NA,NA,1.688,0,1.688,1.688,0,1.688,0,3.376,1.688,NA,NA,NA
377.792,2010,1,13,12,377,0.792,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
377.833,2010,1,13,12,377,0.833,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA
377.875,2010,1,13,12,377,0.875,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
377.917,2010,1,13,12,377,0.917,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
377.958,2010,1,13,12,377,0.958,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
378,2010,1,14,13,378,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
378.0417,2010,1,14,13,378,0.0417,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
378.0833,2010,1,14,13,378,0.0833,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
378.125,2010,1,14,13,378,0.125,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
378.167,2010,1,14,13,378,0.167,0,0,0,NA,0,0,0,0,0,NA,NA,NA,10.13,0,6.751,6.751,0,10.13,0,3.376,3.376,NA,NA,NA
378.208,2010,1,14,13,378,0.208,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
378.25,2010,1,14,13,378,0.25,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA
378.292,2010,1,14,13,378,0.292,0,0,1.682,NA,1.682,0,0,1.682,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
378.333,2010,1,14,13,378,0.333,47.1,53.83,53.83,NA,53.83,63.92,55.51,60.56,48.78,NA,NA,NA,38.82,25.32,37.13,38.82,32.07,40.51,32.07,30.38,42.19,NA,NA,NA
378.375,2010,1,14,13,378,0.375,124.5,137.9,141.3,NA,144.7,171.6,144.7,161.5,129.5,NA,NA,NA,74.26,70.89,82.7,82.7,86.1,82.7,82.7,67.51,92.8,NA,NA,NA
378.417,2010,1,14,13,378,0.417,211.9,228.8,238.9,NA,242.2,277.5,242.2,265.8,215.3,NA,NA,NA,136.7,119.8,143.5,146.8,140.1,146.8,140.1,116.5,162,NA,NA,NA
378.458,2010,1,14,13,378,0.458,185,210.3,218.7,NA,205.2,230.4,210.3,218.7,191.8,NA,NA,NA,119.8,103,124.9,118.1,116.5,116.5,123.2,91.1,135,NA,NA,NA
378.5,2010,1,14,13,378,0.5,201.8,228.7,240.5,NA,225.4,254,228.7,237.1,206.9,NA,NA,NA,138.4,113.1,140.1,136.7,126.6,131.6,133.3,106.3,151.9,NA,NA,NA
378.542,2010,1,14,13,378,0.542,196.8,218.6,233.8,NA,218.6,245.5,220.3,228.7,200.1,NA,NA,NA,124.9,109.7,131.6,126.6,123.2,119.8,129.9,99.6,143.4,NA,NA,NA
378.583,2010,1,14,13,378,0.583,111,127.8,132.9,NA,124.5,139.6,126.1,131.2,114.4,NA,NA,NA,67.49,62.43,72.55,72.55,69.18,62.43,75.93,55.68,81,NA,NA,NA
378.625,2010,1,14,13,378,0.625,97.5,77.36,90.8,NA,87.4,89.1,89.1,87.4,75.67,NA,NA,NA,50.63,59.06,48.94,55.69,55.69,52.31,86.1,69.19,108,NA,NA,NA
378.667,2010,1,14,13,378,0.667,31.95,31.95,35.31,NA,33.63,35.31,33.63,33.63,26.91,NA,NA,NA,20.25,16.87,20.25,20.25,20.25,20.25,21.93,20.25,25.31,NA,NA,NA
378.708,2010,1,14,13,378,0.708,0,0,0,NA,0,0,0,0,0,NA,NA,NA,6.749,0,5.062,5.062,0,8.44,0,1.687,1.687,NA,NA,NA
378.75,2010,1,14,13,378,0.75,0,0,0,NA,0,0,0,0,0,NA,NA,NA,5.062,0,3.374,5.062,0,5.062,0,3.374,3.374,NA,NA,NA
378.792,2010,1,14,13,378,0.792,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA
378.833,2010,1,14,13,378,0.833,0,0,0,NA,0,0,0,0,0,NA,NA,NA,6.749,0,5.062,6.749,0,6.749,0,3.374,3.374,NA,NA,NA
378.875,2010,1,14,13,378,0.875,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
378.917,2010,1,14,13,378,0.917,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
378.958,2010,1,14,13,378,0.958,0,0,0,NA,0,0,0,0,0,NA,NA,NA,8.44,0,5.062,5.062,0,8.44,0,3.374,3.374,NA,NA,NA
379,2010,1,15,14,379,0,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1.687,1.687,NA,NA,NA
379.0417,2010,1,15,14,379,0.0417,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA
379.0833,2010,1,15,14,379,0.0833,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA
379.125,2010,1,15,14,379,0.125,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
379.167,2010,1,15,14,379,0.167,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,1.687,1.687,0,0,0,1.687,1.687,NA,NA,NA
379.208,2010,1,15,14,379,0.208,0,0,0,NA,0,0,0,0,0,NA,NA,NA,8.44,0,6.749,6.749,0,10.12,0,3.374,5.062,NA,NA,NA
379.25,2010,1,15,14,379,0.25,0,0,0,NA,0,0,0,0,0,NA,NA,NA,10.12,0,5.062,5.062,0,10.12,0,1.687,1.687,NA,NA,NA
379.292,2010,1,15,14,379,0.292,0,0,0,NA,0,0,0,1.682,1.682,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
379.333,2010,1,15,14,379,0.333,10.09,11.77,11.77,NA,11.77,13.45,11.77,11.77,11.77,NA,NA,NA,6.749,5.062,6.749,6.749,6.749,6.749,6.749,6.749,6.749,NA,NA,NA
379.375,2010,1,15,14,379,0.375,100.9,116,117.7,NA,111,132.8,116,121.1,104.3,NA,NA,NA,65.8,55.68,69.18,65.8,65.8,65.8,65.8,50.62,72.55,NA,NA,NA
379.417,2010,1,15,14,379,0.417,211.9,151.3,232.1,NA,215.2,368.3,190,211.9,353.1,NA,NA,NA,101.2,86,106.3,99.5,278.4,278.4,170.4,99.5,204.2,NA,NA,NA
379.458,2010,1,15,14,379,0.458,185,208.5,215.2,NA,205.2,235.4,208.5,218.6,190,NA,NA,NA,128.2,102.9,131.6,128.2,119.8,124.9,124.9,102.9,143.4,NA,NA,NA
379.5,2010,1,15,14,379,0.5,127.8,146.3,154.7,NA,144.6,161.4,144.6,148,134.5,NA,NA,NA,91.1,69.17,92.8,89.4,79.3,84.4,89.4,69.17,99.5,NA,NA,NA
379.542,2010,1,15,14,379,0.542,94.1,107.6,114.3,NA,107.6,122.7,109.3,111,97.5,NA,NA,NA,52.3,52.3,59.05,55.68,59.05,52.3,62.43,45.55,65.8,NA,NA,NA
379.583,2010,1,15,14,379,0.583,50.44,60.52,60.52,NA,55.48,65.57,57.16,60.52,53.8,NA,NA,NA,33.74,28.68,32.06,32.06,32.06,32.06,33.74,25.31,35.43,NA,NA,NA
379.625,2010,1,15,14,379,0.625,23.54,26.9,30.26,NA,26.9,30.26,26.9,26.9,23.54,NA,NA,NA,16.87,13.5,16.87,16.87,16.87,16.87,16.87,13.5,16.87,NA,NA,NA
379.667,2010,1,15,14,379,0.667,13.45,15.13,15.13,NA,15.13,16.81,15.13,15.13,15.13,NA,NA,NA,8.44,6.748,10.12,10.12,10.12,8.44,10.12,6.748,10.12,NA,NA,NA
379.708,2010,1,15,14,379,0.708,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
379.75,2010,1,15,14,379,0.75,0,0,0,NA,0,0,0,0,0,NA,NA,NA,8.43,0,5.061,5.061,0,6.748,0,3.374,3.374,NA,NA,NA
379.792,2010,1,15,14,379,0.792,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA
379.833,2010,1,15,14,379,0.833,0,0,1.681,NA,0,0,0,0,0,NA,NA,NA,3.374,0,1.687,5.061,0,3.374,0,3.374,3.374,NA,NA,NA
379.875,2010,1,15,14,379,0.875,0,0,1.681,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
379.917,2010,1,15,14,379,0.917,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
379.958,2010,1,15,14,379,0.958,0,0,0,NA,0,0,0,0,0,NA,NA,NA,5.061,0,1.687,3.374,0,3.374,0,0,0,NA,NA,NA
380,2010,1,16,15,380,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,6.748,0,3.374,5.061,0,6.748,0,5.061,3.374,NA,NA,NA
380.0417,2010,1,16,15,380,0.0417,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
380.0833,2010,1,16,15,380,0.0833,0,0,1.681,NA,0,0,0,0,0,NA,NA,NA,NA,1.687,NA,NA,0,NA,0,NA,NA,NA,NA,NA
380.125,2010,1,16,15,380,0.125,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,1.687,1.687,0,0,0,1.687,1.687,NA,NA,NA
380.167,2010,1,16,15,380,0.167,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1.687,1.687,NA,NA,NA
380.208,2010,1,16,15,380,0.208,0,0,0,NA,0,0,0,0,0,NA,NA,NA,8.44,0,5.062,6.749,0,8.44,0,3.374,3.374,NA,NA,NA
380.25,2010,1,16,15,380,0.25,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
380.292,2010,1,16,15,380,0.292,0,1.681,1.681,NA,0,0,0,1.681,1.681,NA,NA,NA,NA,3.374,NA,NA,0,NA,0,NA,NA,NA,NA,NA
380.333,2010,1,16,15,380,0.333,36.99,40.35,43.71,NA,42.03,50.44,40.35,43.71,43.71,NA,NA,NA,25.31,21.93,25.31,25.31,25.31,30.37,28.68,21.93,28.68,NA,NA,NA
380.375,2010,1,16,15,380,0.375,90.8,77.34,80.7,NA,127.8,129.5,87.4,102.6,141.2,NA,NA,NA,38.81,59.05,47.24,70.86,79.3,57.36,48.93,40.49,60.74,NA,NA,NA
380.417,2010,1,16,15,380,0.417,232,114.3,272.4,NA,161.4,447.2,158,186.6,366.5,NA,NA,NA,75.92,79.3,92.8,65.8,288.5,243,182.2,65.8,268.3,NA,NA,NA
380.458,2010,1,16,15,380,0.458,124.4,391.7,423.7,NA,337.9,116,386.7,131.1,158,NA,NA,NA,123.2,214.3,75.92,849,156.9,150.2,634.4,59.05,81,NA,NA,NA
380.5,2010,1,16,15,380,0.5,104.2,147.9,122.7,NA,457.3,383.3,265.6,437.1,90.8,NA,NA,NA,72.55,99.5,121.5,251.4,114.7,332.4,396.5,254.8,102.9,NA,NA,NA
380.542,2010,1,16,15,380,0.542,201.7,147.9,275.7,NA,104.2,132.8,114.3,309.3,131.1,NA,NA,NA,281.7,96.2,126.5,330.6,160.3,452.1,75.91,384.6,219.3,NA,NA,NA
380.583,2010,1,16,15,380,0.583,97.5,80.7,95.8,NA,279.1,119.4,111,290.9,233.7,NA,NA,NA,52.29,72.53,52.29,62.41,150.1,64.1,293.5,116.4,177.1,NA,NA,NA
380.625,2010,1,16,15,380,0.625,102.5,57.16,63.88,NA,67.24,65.56,65.56,60.52,57.16,NA,NA,NA,79.27,59.03,42.17,45.54,45.54,79.27,62.41,65.78,170.3,NA,NA,NA
380.667,2010,1,16,15,380,0.667,23.53,23.53,26.9,NA,25.22,28.58,26.9,26.9,21.85,NA,NA,NA,21.93,13.49,20.24,20.24,16.87,21.93,20.24,20.24,23.61,NA,NA,NA
380.708,2010,1,16,15,380,0.708,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
380.75,2010,1,16,15,380,0.75,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,1.687,0,0,0,1.687,1.687,NA,NA,NA
380.792,2010,1,16,15,380,0.792,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
380.833,2010,1,16,15,380,0.833,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
380.875,2010,1,16,15,380,0.875,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
380.917,2010,1,16,15,380,0.917,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
380.958,2010,1,16,15,380,0.958,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,1.687,NA,NA,0,NA,0,NA,NA,NA,NA,NA
381,2010,1,17,16,381,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,8.43,0,3.374,3.374,0,8.43,0,1.687,1.687,NA,NA,NA
381.0417,2010,1,17,16,381,0.0417,0,0,1.681,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA
381.0833,2010,1,17,16,381,0.0833,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA
381.125,2010,1,17,16,381,0.125,0,0,0,NA,0,0,0,0,0,NA,NA,NA,10.12,0,6.749,6.749,0,10.12,0,3.374,5.062,NA,NA,NA
381.167,2010,1,17,16,381,0.167,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
381.208,2010,1,17,16,381,0.208,0,0,0,NA,0,0,0,0,0,NA,NA,NA,8.44,0,5.062,3.374,0,8.44,0,1.687,3.374,NA,NA,NA
381.25,2010,1,17,16,381,0.25,0,0,0,NA,0,0,0,0,0,NA,NA,NA,3.374,0,0,0,0,1.687,0,0,0,NA,NA,NA
381.292,2010,1,17,16,381,0.292,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA
381.333,2010,1,17,16,381,0.333,38.67,45.4,47.08,NA,45.4,58.85,45.4,52.12,43.71,NA,NA,NA,20.25,21.93,21.93,21.93,28.68,21.93,25.31,21.93,27,NA,NA,NA
381.375,2010,1,17,16,381,0.375,132.8,141.2,144.6,NA,154.7,179.9,141.2,164.8,151.3,NA,NA,NA,74.24,74.24,81,87.7,92.8,82.7,84.4,70.86,101.2,NA,NA,NA
381.417,2010,1,17,16,381,0.417,211.9,235.4,245.5,NA,235.4,269,240.5,252.2,215.2,NA,NA,NA,133.3,116.4,140,140,133.3,133.3,140,109.7,156.9,NA,NA,NA
381.458,2010,1,17,16,381,0.458,181.6,201.8,215.2,NA,201.8,225.3,203.5,208.5,185,NA,NA,NA,121.5,99.5,123.2,121.5,113,116.4,123.2,92.8,135,NA,NA,NA
381.5,2010,1,17,16,381,0.5,158,178.2,188.3,NA,176.5,196.7,178.2,184.9,161.4,NA,NA,NA,99.5,86,106.3,102.9,99.5,96.2,106.3,79.3,116.4,NA,NA,NA
381.542,2010,1,17,16,381,0.542,141.2,161.4,168.1,NA,156.4,176.5,159.7,164.8,146.3,NA,NA,NA,97.9,75.92,99.5,97.9,87.7,91.1,92.8,75.92,106.3,NA,NA,NA
381.583,2010,1,17,16,381,0.583,87.4,100.9,105.9,NA,97.5,111,100.9,104.2,90.8,NA,NA,NA,59.05,48.93,60.74,59.05,55.68,55.68,59.05,45.55,65.8,NA,NA,NA
381.625,2010,1,17,16,381,0.625,36.99,40.35,43.71,NA,40.35,45.39,40.35,43.71,36.99,NA,NA,NA,15.18,20.25,18.56,18.56,21.93,15.18,23.62,15.18,21.93,NA,NA,NA
381.667,2010,1,17,16,381,0.667,8.41,11.77,11.77,NA,11.77,13.45,11.77,11.77,10.09,NA,NA,NA,5.062,3.374,6.749,5.062,6.749,5.062,6.749,3.374,5.062,NA,NA,NA
381.708,2010,1,17,16,381,0.708,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
381.75,2010,1,17,16,381,0.75,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
381.792,2010,1,17,16,381,0.792,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
381.833,2010,1,17,16,381,0.833,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA
381.875,2010,1,17,16,381,0.875,0,0,0,NA,0,0,0,0,0,NA,NA,NA,3.374,0,0,0,0,0,0,0,0,NA,NA,NA
381.917,2010,1,17,16,381,0.917,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA
381.958,2010,1,17,16,381,0.958,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
382,2010,1,18,17,382,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA
382.0417,2010,1,18,17,382,0.0417,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
382.0833,2010,1,18,17,382,0.0833,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA
382.125,2010,1,18,17,382,0.125,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
382.167,2010,1,18,17,382,0.167,0,0,0,NA,0,0,0,0,0,NA,NA,NA,8.44,0,5.062,6.749,0,8.44,0,3.374,5.062,NA,NA,NA
382.208,2010,1,18,17,382,0.208,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
382.25,2010,1,18,17,382,0.25,0,0,0,NA,0,0,0,0,0,NA,NA,NA,1.687,0,0,0,0,1.687,0,0,0,NA,NA,NA
382.292,2010,1,18,17,382,0.292,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,NA,NA,NA
382.333,2010,1,18,17,382,0.333,6.725,10.09,10.09,NA,8.41,10.09,6.725,8.41,6.725,NA,NA,NA,3.374,5.062,5.062,6.749,3.374,3.374,5.062,3.374,6.749,NA,NA,NA
382.375,2010,1,18,17,382,0.375,35.31,45.39,42.03,NA,38.67,48.76,38.67,38.67,30.26,NA,NA,NA,16.87,20.25,18.56,21.93,20.25,16.87,21.93,16.87,25.31,NA,NA,NA
