Plot ID,block,Temp,Precip
1,1,0,0
2,1,1,0
3,1,2,0
4,1,3,0
5,1,3,1
6,1,2,1
7,1,1,1
8,1,0,1
9,1,3,2
10,1,2,2
11,1,1,2
12,1,0,2
13,2,3,1
14,2,2,1
15,2,1,1
16,2,0,1
17,2,0,2
18,2,1,2
19,2,2,2
20,2,3,2
21,2,3,0
22,2,2,0
23,2,1,0
24,2,0,0
25,3,0,2
26,3,1,2
27,3,2,2
28,3,3,2
29,3,3,1
30,3,2,1
31,3,1,1
32,3,0,1
33,3,0,0
34,3,1,0
35,3,2,0
36,3,3,0
37,0,0,1
38,0,0,1
39,0,0,1
40,0,0,1
41,0,0,1
42,0,0,1
43,0,0,1
44,0,0,1
45,0,0,1
46,0,0,1
47,0,0,1
48,0,0,1
